,Frequency,Amplitudes,Phase
0,5.233562502951789,0.0009851148821290452,1620.8126132278787
1,6.0211034543244235,0.00019676618356502607,1563.0015891663718
2,6.142651382096729,0.0003741721225576562,1390.0148793286453
3,6.3583009313701755,0.00019335717946943268,1402.6455095309964
4,6.628843093185952,0.00016175777847971264,1571.9348319025542
5,6.748710634860023,0.0007105378223342733,1541.6018874720846
6,7.057341548235786,0.000901252278832604,1545.790709407484
7,7.379415550397425,0.00018533829998924631,1347.8573595620069
8,7.639315266924383,0.0004894668653604956,1356.4547259076344
9,7.8202368368343125,0.00016840479920234957,1413.442749195615
10,8.171437531365353,0.0007521523914552454,1360.002010023473
11,8.305868419224124,0.0005445495822024547,1421.9177372052407
12,8.61225881780224,0.0001794044385891683,1427.1899382675003
13,9.329783681748431,0.0002172974645497904,1458.9562889373208
14,9.7745258690812,0.002386016513995516,1372.2160757048728
15,9.917918816130555,0.0002603011747917637,1399.9802176538822
16,10.143650681993408,0.00024090743072829087,1585.065306072777
17,10.436597991785648,0.0005464231845383006,1663.4895894049546
18,10.97320128582191,0.0005519413977935602,1576.9861863287845
19,13.043436958846987,0.00018708470026555695,1429.2788188784355
20,13.205314152976925,0.0008315917076363673,1660.882599055598
21,13.639413895020873,0.0004449916251093665,1431.0426985752363
22,14.45608153876291,0.00029127180076692435,1417.5635834668171
23,15.507443107558382,0.000245467728817543,1352.0032613588173
24,15.637392965821862,0.000508784126568576,1604.5375232765673
25,16.688754534617335,0.00024663456475189756,1344.7698021505478
26,16.893761638601962,0.00015941329507286744,1655.443610908147
27,17.944563078698025,0.00024068016334041474,1394.3843513948732
28,20.96365676852626,0.00021440400660231303,1344.8364701012733
29,21.667738543686575,0.00016264186179868354,1432.3579681130298
30,23.487596688074692,0.00025119783150990345,1372.2869100590337
31,24.216324126009113,0.0001921386127077129,1558.8419127105456
32,26.003694805831362,0.00017072045613964935,1349.7532257217272
