,Frequency,Amplitudes,Phase
0,36.73742770237465,0.00041582715991843967,1398.7543590841995
1,38.644665229747794,0.00022288162643766145,1398.4210257921923
2,39.238961563534254,0.0002496354026343659,1600.6898414185373
3,40.53901980172311,0.00019591549978894277,1442.4514360012108
4,41.481716059746304,0.0002279745361924237,1638.7566491814005
5,41.91469538681222,0.00019249007763668272,1570.9453482456715
6,42.57172611210112,0.0006334452953047041,1536.310676629111
7,45.100146141047475,0.00020598339889173033,1361.1821433533214
8,45.2894695725459,0.0004769325106752371,1664.1748295393204
9,45.74317365394744,0.0002795340918537307,1460.1916246745002
10,48.51412932147017,0.0005236653649895017,1439.040336097151
11,48.77794984287773,0.0005876589935397557,1439.9444998506863
12,48.9258237657049,0.0010551098350118924,1502.4469238109737
13,52.2501863868384,0.0013074105109450373,1528.575976092468
14,52.41262365055006,0.00048693634967197956,1663.6317716808471
